model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,1597.63,80162703,2563.797,2562.547,2568.305,2568.566,85.81,33.70,10100.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:11:07
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,1399.91,70242039,2925.896,2925.864,2929.049,2929.430,85.81,33.70,22828.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:13:43
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,1558.79,78213884,2627.678,2627.038,2630.321,2630.631,85.81,33.70,12739.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:15:32
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,168.90,8474486,3031.466,3031.176,3038.140,3038.874,121.78,81.54,24039.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:19:59
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,176.71,8866398,2897.469,2896.905,2908.372,2911.842,121.78,81.54,16760.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:21:57
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,634.57,31840219,806.845,806.641,809.926,810.741,121.78,81.54,12037.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:23:45
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,731.32,36694761,700.103,699.813,703.172,703.868,121.78,81.54,7513.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:25:13
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,595.45,29877099,859.860,859.904,865.771,866.043,121.78,81.54,19791.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:27:03
vit_base_patch16_224,ViT-B/16,ViT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,721.46,36199735,709.677,709.453,713.914,718.026,121.78,81.54,7899.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:28:36
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,101.14,5074854,20248.946,20248.888,20293.608,20297.583,303.31,119.29,22286.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:42:17
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,103.26,5181256,19833.116,19833.089,19834.263,19834.368,303.31,119.29,14023.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:50:33
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,498.57,25016026,8215.569,8217.895,8229.318,8229.791,303.31,119.29,21682.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:55:59
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,512.08,25694054,7998.773,8000.198,8006.526,8006.808,303.31,119.29,13419.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:00:00
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,461.94,23178371,4433.463,4433.561,4439.332,4439.554,303.31,119.29,16275.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:02:48
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,506.29,25403539,4045.123,4045.312,4046.804,4046.864,303.31,119.29,9074.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:05:28
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,77.39,3883005,6616.039,6614.888,6621.542,6622.556,343.93,168.86,25748.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:12:23
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,78.73,3950447,6503.090,6502.723,6509.248,6510.496,343.93,168.86,18985.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:15:56
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,339.62,17040656,1507.578,1503.828,1520.817,1527.254,343.93,168.86,12889.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:18:09
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,370.89,18609602,1380.476,1380.000,1384.307,1385.763,343.93,168.86,7951.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:20:07
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,315.11,15811051,1624.820,1624.721,1629.178,1630.118,343.93,168.86,21979.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:22:27
vit_large_patch16_224,ViT-L/16,ViT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,365.39,18333667,1401.253,1400.916,1404.058,1404.734,343.93,168.86,8868.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:24:27
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1155.21,57963645,3545.686,3545.942,3550.184,3550.795,21.68,8.48,17436.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:28:59
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,4096,1216.87,61057598,3366.017,3366.259,3367.867,3367.965,21.68,8.48,11239.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:31:05
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,8192,4055.48,203487622,2019.984,2019.940,2025.176,2025.811,21.68,8.48,17394.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:33:07
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,8192,4691.63,235407116,1746.089,1746.148,1749.240,1749.384,21.68,8.48,11196.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:34:35
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,8192,3497.82,175506836,2342.027,2342.780,2346.851,2347.048,21.68,8.48,24903.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:36:39
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,8192,4528.55,227224395,1808.969,1808.554,1815.293,1817.049,21.68,8.48,14946.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:38:10
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,269.58,13526374,1899.261,1898.537,1906.464,1906.521,52.65,54.52,22526.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:41:13
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,286.85,14393059,1784.896,1784.222,1790.869,1794.161,52.65,54.52,14714.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:42:53
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,891.69,44741207,574.194,574.298,578.007,581.876,52.65,54.52,11273.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:44:04
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1070.88,53732566,478.111,478.012,480.491,480.863,52.65,54.52,7367.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:45:17
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,834.58,41875647,613.486,613.883,616.121,616.634,52.65,54.52,18051.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:46:45
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1063.03,53338636,481.642,481.787,483.856,484.050,52.65,54.52,7622.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:47:46
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,323.15,16214280,6337.651,6336.126,6346.398,6347.489,85.82,33.70,16459.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:53:31
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,352.35,17679756,5812.323,5813.019,5817.539,5818.032,85.82,33.70,10262.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:56:31
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,1458.97,73205342,2807.458,2808.565,2809.858,2810.009,85.82,33.70,16297.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T14:59:03
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,1597.67,80164750,2563.732,2562.378,2567.522,2568.136,85.82,33.70,10100.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:00:49
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,1287.41,64596880,3181.592,3181.997,3187.676,3187.981,85.82,33.70,22828.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:03:20
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,1559.71,78259898,2626.133,2625.933,2628.221,2628.956,85.82,33.70,12739.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:05:09
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,167.78,8418766,3051.529,3050.786,3058.593,3058.642,121.80,81.54,24039.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:08:54
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,176.18,8839894,2906.156,2906.091,2912.635,2913.978,121.80,81.54,16760.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:11:01
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,625.66,31393200,818.334,818.548,822.988,823.645,121.80,81.54,12038.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:12:38
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,728.48,36552230,702.833,702.449,706.174,707.371,121.80,81.54,7513.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:13:58
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,578.07,29005468,885.699,885.424,889.851,893.969,121.80,81.54,19791.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:15:31
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,720.23,36138261,710.884,710.852,713.845,715.766,121.80,81.54,7899.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:16:53
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,796.92,39986385,1284.943,1284.969,1288.570,1288.789,27.53,8.98,16191.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:19:53
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,1035.37,51950925,989.015,989.871,992.360,992.742,27.53,8.98,11938.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:21:51
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,2085.19,104626552,982.164,982.905,986.437,987.195,27.53,8.98,16138.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:23:34
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,2972.85,149165690,688.901,688.863,691.434,692.135,27.53,8.98,10903.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:25:41
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,1696.97,85147240,1206.856,1206.456,1209.826,1210.133,27.53,8.98,26749.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:27:22
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,2891.67,145092602,708.240,708.179,710.413,710.558,27.53,8.98,12805.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:29:26
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,265.96,13344864,1925.094,1924.531,1932.281,1932.389,47.17,53.15,22422.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:33:01
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,308.29,15468591,1660.792,1660.238,1666.241,1666.659,47.17,53.15,14692.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:35:05
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,742.99,37280382,689.105,688.668,693.512,695.033,47.17,53.15,11222.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:36:38
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,982.01,49273309,521.380,520.546,524.560,524.970,47.17,53.15,7357.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:38:06
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,668.04,33519383,766.426,766.545,770.524,771.609,47.17,53.15,17626.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:39:45
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,971.25,48733278,527.157,526.438,530.568,530.965,47.17,53.15,7601.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:41:37
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,472.92,23729209,2165.273,2165.025,2170.279,2171.388,48.84,17.48,16276.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:45:51
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,576.24,28913369,1777.040,1777.134,1779.643,1780.191,48.84,17.48,12023.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:47:56
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,1285.02,64477100,1593.751,1594.096,1596.958,1599.121,48.84,17.48,16183.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:50:11
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,1784.94,89561152,1147.377,1147.060,1149.472,1149.900,48.84,17.48,10947.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:51:40
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,1053.92,52881604,1943.217,1943.966,1948.091,1948.209,48.84,17.48,26835.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:53:31
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,1749.12,87764042,1170.872,1170.787,1172.968,1173.224,48.84,17.48,12891.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:55:02
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,216.55,10865762,2364.318,2363.998,2370.365,2373.010,68.49,61.65,22508.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T15:58:22
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,248.66,12476646,2059.056,2059.130,2062.392,2063.277,68.49,61.65,14778.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:01:12
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,606.62,30437608,844.025,844.304,846.593,846.871,68.49,61.65,11267.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:02:41
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,803.70,40326485,637.053,637.031,640.477,641.144,68.49,61.65,7402.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:05:11
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,538.46,27017992,950.852,950.718,954.601,956.241,68.49,61.65,17757.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:07:09
swin_small_patch4_window7_224,Swin-S,Swin,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,794.67,39873383,644.292,644.293,647.722,648.447,68.49,61.65,7686.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:08:38
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,307.73,15440606,3327.604,3326.798,3332.446,3332.758,86.75,30.86,21582.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:14:00
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,337.93,16955883,3030.230,3029.675,3033.053,3033.272,86.75,30.86,15912.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:16:37
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,914.34,45877703,2239.878,2239.992,2245.480,2246.582,86.75,30.86,21410.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:19:17
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,1236.32,62033557,1656.530,1656.669,1659.807,1660.160,86.75,30.86,14430.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:22:00
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,1024,758.76,38071432,1349.574,1349.181,1354.479,1356.937,86.75,30.86,17910.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:23:51
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,1024,1208.66,60645557,847.222,846.416,853.165,856.107,86.75,30.86,8612.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:26:56
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,173.48,8704413,2951.390,2952.247,2959.666,2960.875,107.69,75.39,23053.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:33:28
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,185.17,9291137,2765.013,2761.280,2792.581,2796.976,107.69,75.39,14937.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:37:49
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,507.57,25468083,1008.718,1008.701,1010.631,1011.969,107.69,75.39,11539.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:42:22
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,669.33,33584075,764.949,764.437,769.317,770.312,107.69,75.39,7481.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:44:46
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,447.93,22475532,1143.026,1142.977,1146.278,1147.889,107.69,75.39,18299.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:47:43
swin_base_patch4_window7_224,Swin-B,Swin,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,657.15,32973318,779.118,778.864,783.023,783.264,107.69,75.39,7846.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:50:16
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,154.46,7750136,3314.795,3314.097,3319.658,3321.309,195.01,68.95,16554.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:56:37
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,170.53,8556568,3002.385,3001.282,3008.391,3010.533,195.01,68.95,12301.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T16:59:38
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,1024,520.37,26109922,1967.843,1968.139,1975.899,1975.921,195.01,68.95,16177.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:02:38
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,1024,662.63,33248117,1545.357,1545.142,1549.431,1550.594,195.01,68.95,10941.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:04:59
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,1024,438.26,21990271,2336.498,2336.264,2339.151,2339.395,195.01,68.95,26806.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:07:24
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,1024,649.29,32578914,1577.101,1577.147,1580.219,1580.895,195.01,68.95,12861.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:10:10
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,110.01,5519939,4654.057,4653.568,4661.115,4661.609,219.07,114.36,24269.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:15:01
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,121.41,6091977,4217.040,4217.009,4221.268,4221.511,219.07,114.36,16767.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:18:41
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,355.24,17824505,1441.280,1442.051,1446.854,1447.544,219.07,114.36,12157.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:20:40
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,453.07,22733026,1130.079,1129.949,1132.816,1135.340,219.07,114.36,10188.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:23:15
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,311.25,15617434,1644.964,1644.404,1649.133,1653.515,219.07,114.36,19608.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:25:22
swin_large_patch4_window7_224,Swin-L,Swin,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,446.41,22399138,1146.924,1147.082,1150.128,1150.606,219.07,114.36,11383.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:27:25
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,320.93,16103172,6381.379,6383.488,6389.603,6390.012,85.77,35.13,15223.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:33:00
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,350.56,17589790,5842.051,5840.073,5851.869,5853.331,85.77,35.13,10268.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:35:58
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,1430.26,71764953,2863.806,2864.030,2867.210,2867.711,85.77,35.13,15060.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:38:31
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,1559.12,78230371,2627.124,2627.062,2629.398,2629.665,85.77,35.13,10104.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:40:37
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,1299.40,65198888,3152.215,3153.702,3158.203,3158.250,85.77,35.13,20353.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:43:37
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,1521.34,76334905,2692.358,2691.985,2696.722,2697.634,85.77,35.13,12744.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:45:33
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,167.14,8386358,3063.322,3063.212,3071.286,3072.716,121.74,82.97,24043.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:51:19
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,175.84,8823100,2911.688,2911.635,2918.141,2919.401,121.74,82.97,16764.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:53:21
beit_base_patch16_224,BEiT-B/16,BEiT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,619.67,31092799,826.240,827.062,830.814,832.007,121.74,82.97,12041.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T17:55:14
